Rooms,Distance,Bedroom2,Bathroom,Car,Price,Bedroom_Discrepancy
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,-0.6405881782033548,1480000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,-1.7748705698530074,1035000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,0.8056832744286719,-1.7748705698530074,1465000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,0.8056832744286719,-0.6405881782033548,850000.0,-0.08920435685500962
1.1950986292132926,-1.2992881475624312,0.14204854028342417,-0.7740061908006024,0.4936942134462977,1600000.0,3.5360259507883525
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,-1.7748705698530074,941000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,1.2262080395075832,0.8056832744286719,-1.7748705698530074,1876000.0,-3.7144346644983712
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,0.4936942134462977,1636000.0,-0.08920435685500962
-2.0453626766996504,-1.2992881475624312,-2.026270458164894,-0.7740061908006024,-0.6405881782033548,300000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,0.14204854028342417,-0.7740061908006024,0.4936942134462977,1097000.0,-3.7144346644983712
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,0.8056832744286719,-0.6405881782033548,700000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,0.8056832744286719,0.4936942134462977,1350000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,0.8056832744286719,-0.6405881782033548,750000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,-0.6405881782033548,1172500.0,-0.08920435685500962
-2.0453626766996504,-1.2992881475624312,-2.026270458164894,-0.7740061908006024,-0.6405881782033548,441000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,0.4936942134462977,1310000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,0.8056832744286719,-0.6405881782033548,1200000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,-0.6405881782033548,1176500.0,3.5360259507883525
0.11494486057564485,-1.2992881475624312,0.14204854028342417,-0.7740061908006024,-1.7748705698530074,955000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,-0.6405881782033548,890000.0,-0.08920435685500962
1.1950986292132926,-1.2992881475624312,1.2262080395075832,0.8056832744286719,0.4936942134462977,1330000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,0.8056832744286719,0.4936942134462977,900000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,0.8056832744286719,0.4936942134462977,1090000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,-0.6405881782033548,500000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,0.8056832744286719,-0.6405881782033548,1100000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,-0.7740061908006024,-1.7748705698530074,1315000.0,-0.08920435685500962
-2.0453626766996504,-1.2992881475624312,-2.026270458164894,-0.7740061908006024,-0.6405881782033548,426000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,2.3853727396579463,-0.6405881782033548,1447500.0,-0.08920435685500962
-2.0453626766996504,-1.2992881475624312,-2.026270458164894,-0.7740061908006024,-0.6405881782033548,457000.0,-0.08920435685500962
-0.9652089080620029,-1.2992881475624312,-0.9421109589407349,0.8056832744286719,0.4936942134462977,1135000.0,-0.08920435685500962
1.1950986292132926,-1.2992881475624312,1.2262080395075832,2.3853727396579463,-0.6405881782033548,1542000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,0.8056832744286719,0.4936942134462977,1290000.0,-0.08920435685500962
0.11494486057564485,-1.2992881475624312,0.14204854028342417,-0.7740061908006024,-0.6405881782033548,1290000.0,-0.08920435685500962
-2.0453626766996504,-1.2992881475624312,-2.026270458164894,-0.7740061908006024,-0.6405881782033548,470000.0,-0.08920435685500962
